"","X1","projectKey","ncloc_java","files","classes","functions","design_issues","java:S104","java:S107","java:S112","java:S133","java:S1104","java:S1113","java:S1118","java:S1130","java:S1133","java:S1160","java:S1161","java:S1165","java:S1166","java:S1182","java:S1185","java:S1188","java:S1194","java:S1199","java:S1210","java:S1217","java:S1220","java:S1221","java:1311","java:S1444","java:S1598","java:S1609","java:S1610","java:S2059","java:S2062","java:S2134","java:S2157","java:S2166","java:S2221","java:S2222","java:S2236","java:S2273","java:S2276","java:S2386","java:S2638","java:S2693","java:S2696","java:S2885","java:S2975","java:S3389","java:S3422","AVGjava:S107","Kjava:S107","AVGjava:S112","Kjava:S112","AVGjava:S1104","Kjava:S1104","AVGjava:S1113","Kjava:S1113","AVGjava:S1118","Kjava:S1118","AVGjava:S1130","Kjava:S1130","AVGjava:S1133","Kjava:S1133","AVGjava:S1161","Kjava:S1161","AVGjava:S1165","Kjava:S1165","AVGjava:S1182","Kjava:S1182","AVGjava:S1185","Kjava:S1185","AVGjava:S1199","Kjava:S1199","AVGjava:S1210","Kjava:S1210","AVGjava:S1217","Kjava:S1217","AVGjava:S1220","Kjava:S1220","AVGjava:S1221","Kjava:S1221","AVGjava:S1444","Kjava:S1444","AVGjava:S1598","Kjava:S1598","AVGjava:S1610","Kjava:S1610","AVGjava:S2062","Kjava:S2062","AVGjava:S2157","Kjava:S2157","AVGjava:S2166","Kjava:S2166","AVGjava:S2222","Kjava:S2222","AVGjava:S2236","Kjava:S2236","AVGjava:S2273","Kjava:S2273","AVGjava:S2276","Kjava:S2276","AVGjava:S2386","Kjava:S2386","AVGjava:S2638","Kjava:S2638","AVGjava:S2696","Kjava:S2696","AVGjava:S2885","Kjava:S2885","AVGjava:S2975","Kjava:S2975","AVGjava:S3389","Kjava:S3389","AVGjava:S3422","Kjava:S3422","inheritance","exception","vmsmell","interface","threading","complexity","ATDx"
"31",36,"onap_sdc",239970,3697,3254,21931,625,0,143,65,0,12,0,88,27,28,0,191,6,0,11,4,0,0,11,0,0,0,0,0,2,0,0,12,0,0,0,0,3,0,0,0,0,0,1,0,0,6,0,15,0,0,6.52045050385299,1.66666666666667,0.2708671917323,0,3.68776889981561,0,0,0,27.0436385986478,1,0.112514064258032,0,1.276731567188,0,8.70913319046099,2,1.84388444990781,0,3.38045482483098,2.5,0.182390223884,0,0.0458390632162354,0,0,0,0,0,0,0,0,0,0.614628149969269,0,0,0,3.68776889981561,1.25,0,0,0,0,0.921942224953903,0,0,0,0,0,0,0,0,0,0.307314074984634,0,0,0,0.0250031253906738,0,0,0,4.60971112476951,1.66666666666667,0,0,0,0,0.685185185185185,0,0.333333333333333,0.783333333333333,0,0,0.300308641975309
"32",37,"onap_externalapi-nbi",7036,138,127,827,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6220472440945,1,0.426378624218306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.2,0,0,0.075
"33",39,"onap_aaf-certservice",1758,104,74,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",40,"onap_aai-aai-common",28862,411,459,2935,156,0,4,32,0,2,0,26,72,2,0,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,1,0,0,1.36286201022147,0,1.10872427413208,1,4.35729847494553,0,0,0,56.6448801742919,2,2.49462961679717,3,0.681431005110733,0,2.38500851788756,1,4.35729847494553,0,2.17864923747277,2.5,0,0,0.0346476335666274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35729847494553,2.5,0,0,0,0,0,0,0,0,2.17864923747277,0,0,0,0.103942900699882,1.25,0,0,2.17864923747277,0,0,0,0,0,0.388888888888889,1.625,0,0.4,0,0,0.402314814814815
"35",41,"onap_aai-babel",2750,53,60,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",43,"onap_dcaegen2-platform-mod-runtimeapi",940,29,27,128,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.185185185185,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.0833333333333333
"37",47,"onap_dcaegen2-services-datalake-handler",3472,59,58,209,7,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2413793103448,1,1.72811059907834,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.2,0,0,0.116666666666667
"38",48,"onap_dcaegen2-services-datalake-handler-jess",3472,59,58,209,7,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2413793103448,1,1.72811059907834,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.2,0,0,0.116666666666667
"39",50,"onap_dcaegen2-services-mapper",16342,128,170,2366,14,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.6470588235294,0,0,0,11.7647058823529,1,0.305960102802595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6470588235294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611920205605189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.2,0,0,0.075
"40",52,"onap_ccsdk-cds",800,412,700,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",53,"onap_policy-common",16608,261,285,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",54,"onap_policy-drools-applications",6296,90,83,542,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.690036900369,1.66666666666667,0,0,0,0,0,0,12.0481927710843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0481927710843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333333333,0,0,0.0888888888888889
"43",55,"onap_policy-xacml-pdp",5311,82,76,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",56,"onap_dmaap-dbcapi",10132,100,117,868,21,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1.08566916699566,1,0,0,0,0,0,0,0.394788787998421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54700854700855,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493485984998026,2.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.166666666666667
"45",57,"onap_aai-search-data-service",5058,66,72,518,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197706603400554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",58,"onap_logging-analytics-pomba-pomba-aai-context-builder",4650,36,35,528,14,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6212121212121,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5714285714286,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.666666666666667,0,0,0.194444444444444
"47",59,"onap_logging-analytics-pomba-pomba-audit-common",1195,19,20,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",60,"onap_logging-analytics-pomba-pomba-context-aggregator",927,16,18,87,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4827586206897,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5555555555556,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.333333333333333
"49",61,"onap_logging-analytics-pomba-pomba-network-discovery-context-builder",756,15,15,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4081632653061,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.111111111111111
"50",62,"onap_logging-analytics-pomba-pomba-sdc-context-builder",828,18,17,102,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83091787439614,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.166666666666667
"51",63,"onap_so-libs",12482,278,551,2414,23,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24034609838167,0,0,0,0,0,0,0,0,0,8.28500414250207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0.233333333333333
"52",64,"onap_aai-schema-service",7150,87,84,533,68,0,2,5,0,3,0,0,34,0,0,11,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.75234521575985,1.66666666666667,0.699300699300699,1,35.7142857142857,0,0,0,0,0,4.75524475524475,4,0,0,20.6378986866792,4,0,0,0,0,15.0093808630394,4,0,0,0,0,0,0,0,0,0,0,35.7142857142857,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9047619047619,2.5,0,0,0.13986013986014,1.25,0,0,0,0,0,0,0,0,0.888888888888889,1.25,0,0.333333333333333,0,0,0.412037037037037
"53",65,"onap_dcaegen2-services-prh",2098,60,58,251,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2413793103448,1,0,0,7.96812749003984,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1,0.266666666666667
"54",66,"onap_dcaegen2-services-sdk",3786,162,139,521,22,0,0,1,0,0,0,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264131008980454,0,0,0,0,0,43.1654676258993,2,0.264131008980454,1,17.274472168906,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9712230215827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1,0,1.5,0.458333333333333
"55",67,"onap_dcaegen2-services-son-handler",5951,118,117,756,9,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2.64550264550265,0,0,0,0,0,0,0,8.54700854700855,0,0.16803898504453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54700854700855,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672155940178121,2.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.0833333333333333
"56",68,"onap_dmaap-datarouter",15505,109,128,1144,23,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,4.37062937062937,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90293453724605,2.5,0,0,15.625,3.33333333333333,0,0,0,0,0.925925925925926,0,0.666666666666667,0.333333333333333,0,0,0.320987654320988
"57",69,"onap_integration-pnf-simulator",2932,88,88,248,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06451612903226,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0.233333333333333
"58",70,"onap_integration-simulators-pnf-simulator",2879,86,86,253,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347342827370615,0,0,0,0,0,0,0,0,0,7.90513833992095,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0.233333333333333
"59",71,"onap_aai-sparky-be",16562,205,213,1670,155,0,8,23,0,28,0,12,22,3,0,0,0,0,0,0,0,0,35,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.79041916167665,1.66666666666667,1.38872116894095,1,131.455399061033,1.25,0,0,56.3380281690141,2,1.32834198768265,2,1.79640718562874,0,0,0,0,0,0,0,0,0,2.11327134404057,5,0,0,0,0,0,0,0,0,107.981220657277,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69483568075117,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.983333333333333,0,2.5,0.705555555555556
"60",72,"onap_dcaegen2-services-pm-mapper",2102,53,76,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",73,"onap_clamp",9624,195,173,1634,15,0,1,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611995104039168,0,0.103906899418121,0,0,0,0,0,34.6820809248555,2,0.415627597672485,1,0,0,0,0,0,0,0,0,0,0,0.103906899418121,1,0.611995104039168,2.5,0,0,0,0,0,0,0,0,0,0,5.78034682080925,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277777777777778,0.25,0.5,0.9,0,0.5,0.40462962962963
"62",74,"onap_portal",40871,743,416,3604,385,0,4,197,0,76,0,12,53,1,0,22,1,0,0,3,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,1.10987791342952,0,4.82004355166255,3,182.692307692308,2.5,0,0,28.8461538461538,1,1.29676298598028,2,0.277469478357381,0,6.10432852386238,2,2.40384615384615,0,0,0,0.832408435072142,1,0.0734016784517139,0,0,0,0,0,0,0,0,0,7.21153846153846,1,0,0,2.40384615384615,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40384615384615,0,0,0,0.171270583053999,1.25,2.40384615384615,0,0,0,0,0,0,0,0.333333333333333,1.25,0,0.95,0,0,0.422222222222222
"63",75,"onap_multicloud-framework-artifactbroker",2800,67,64,366,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.0333333333333333
"64",76,"onap_logging-analytics",2267,79,70,261,13,0,0,1,0,0,0,4,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441111601235112,0,0,0,0,0,57.1428571428571,2,1.32333480370534,2,0,0,15.3256704980843,3,14.2857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.75,0,0.4,0,0,0.247222222222222
"65",77,"onap_ccsdk-apps",5297,94,95,667,41,0,0,32,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0411553709647,3,0,0,0,0,10.5263157894737,1,1.51028884274117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0.2,0,0,0.241666666666667
"66",78,"onap_ccsdk-dashboard",7646,201,159,611,165,0,3,73,0,69,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,4.90998363338789,1.66666666666667,9.54747580434214,4,433.962264150943,3.75,0,0,0,0,0.130787339785509,0,0,0,1.6366612111293,1,0,0,0,0,6.54664484451719,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70023541721161,3.75,6.28930817610063,1.25,0,0,0,0,0,0,0.444444444444444,1,0,1.08333333333333,0.25,0,0.462962962962963
"67",79,"onap_vfc-nfvo-wfengine-activiti-extension",753,17,16,67,11,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32802124833997,1,0,0,0,0,500,5,2.65604249667995,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.333333333333333
"68",80,"onap_ccsdk-features",26997,503,435,2586,277,0,4,73,0,19,2,26,31,2,0,0,3,0,0,103,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1.54679040989946,0,2.7040041486091,2,43.6781609195402,0,4.59770114942529,5,59.7701149425287,2,1.14827573434085,2,0.773395204949729,0,0,0,6.89655172413793,1,0,0,39.8298530549111,5,0.259288069044709,2,0,0,0,0,0,0,0,0,2.29885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29885057471264,0,0,0,0.185205763603363,1.25,0,0,0,0,0,0,0,0,1.11111111111111,1.25,0,0.4,0,1,0.626851851851852
"69",81,"onap_dcaegen2-platform-inventory-api",1959,32,41,227,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81057268722467,1.66666666666667,0,0,0,0,0,0,0,0,0.510464522715671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.390243902439,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1.08333333333333,0,0,0.222222222222222
"70",82,"onap_sdnc-apps",972,16,13,122,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5901639344262,3.33333333333333,0,0,0,0,0,0,0,0,1.02880658436214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.666666666666667,0,0,0.194444444444444
"71",83,"onap_cli",8887,167,144,766,27,0,0,5,0,0,0,7,12,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562619556655789,1,0,0,0,0,48.6111111111111,2,1.35028693597389,2,0,0,1.30548302872063,1,13.8888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,1,0,0.4,0,0,0.251851851851852
"72",84,"onap_ccsdk-sli-adaptors",14810,228,186,1083,239,0,3,8,0,186,0,7,24,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.77008310249307,0,0.540175557056043,1,1000,5,0,0,37.6344086021505,2,1.62052667116813,2,0,0,4.61680517082179,2,0,0,0,0,0,0,0.270087778528022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675219446320054,0,0,0,5.37634408602151,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0.75,0,1.4,0,1,0.562037037037037
