"","X1","projectKey","ncloc_java","files","classes","functions","design_issues","java:S104","java:S107","java:S112","java:S133","java:S1104","java:S1113","java:S1118","java:S1130","java:S1133","java:S1160","java:S1161","java:S1165","java:S1166","java:S1182","java:S1185","java:S1188","java:S1194","java:S1199","java:S1210","java:S1217","java:S1220","java:S1221","java:1311","java:S1444","java:S1598","java:S1609","java:S1610","java:S2059","java:S2062","java:S2134","java:S2157","java:S2166","java:S2221","java:S2222","java:S2236","java:S2273","java:S2276","java:S2386","java:S2638","java:S2693","java:S2696","java:S2885","java:S2975","java:S3389","java:S3422","AVGjava:S107","Kjava:S107","AVGjava:S112","Kjava:S112","AVGjava:S1104","Kjava:S1104","AVGjava:S1113","Kjava:S1113","AVGjava:S1118","Kjava:S1118","AVGjava:S1130","Kjava:S1130","AVGjava:S1133","Kjava:S1133","AVGjava:S1161","Kjava:S1161","AVGjava:S1165","Kjava:S1165","AVGjava:S1182","Kjava:S1182","AVGjava:S1185","Kjava:S1185","AVGjava:S1199","Kjava:S1199","AVGjava:S1210","Kjava:S1210","AVGjava:S1217","Kjava:S1217","AVGjava:S1220","Kjava:S1220","AVGjava:S1221","Kjava:S1221","AVGjava:S1444","Kjava:S1444","AVGjava:S1598","Kjava:S1598","AVGjava:S1610","Kjava:S1610","AVGjava:S2062","Kjava:S2062","AVGjava:S2157","Kjava:S2157","AVGjava:S2166","Kjava:S2166","AVGjava:S2222","Kjava:S2222","AVGjava:S2236","Kjava:S2236","AVGjava:S2273","Kjava:S2273","AVGjava:S2276","Kjava:S2276","AVGjava:S2386","Kjava:S2386","AVGjava:S2638","Kjava:S2638","AVGjava:S2696","Kjava:S2696","AVGjava:S2885","Kjava:S2885","AVGjava:S2975","Kjava:S2975","AVGjava:S3389","Kjava:S3389","AVGjava:S3422","Kjava:S3422","inheritance","exception","vmsmell","interface","threading","complexity","ATDx"
"38",38,"apache_incubator-iotdb",77937,870,1022,8096,225,0,18,23,0,50,0,20,27,11,0,5,5,0,14,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,14,0,0,10,0,17,0,0,2.22332015810277,1,0.295110153072353,0,48.9236790606654,0,0,0,19.5694716242661,0,0.346433657954502,0,1.35869565217391,0,0.617588932806324,0,4.89236790606654,1.25,13.6986301369863,3.75,0,0,0,0,0.370553359683794,0,0,0,0,0,0,0,3.91389432485323,0,0,0,2.93542074363992,1,0,0,0,0,0,0,0.0128308762205371,0,0,0,0,0,0,0,13.6986301369863,1.25,0,0,0.128308762205371,1,0,0,16.6340508806262,3,0,0,0,0,0.75,0.3125,0.6,0.4,0,0,0.34375
"39",39,"apache_isis",155178,3377,4258,16809,593,0,14,114,0,3,0,100,130,121,0,26,1,0,0,12,0,0,43,9,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,1,0,0,0.832887143792016,0,0.73464021961876,1.25,0.704556129638328,0,0,0,23.4852043212776,1,0.837747618863499,0,7.19852459991671,1.25,1.54679040989946,0,0.234852043212776,0,0,0,0.713903266107442,0,0.277101135470234,1.66666666666667,0.535427449580582,0,0,0,0,0,0,0,0,0,0,0,1.40911225927666,1,0,0,0,0,1.64396430248943,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0386652747167769,0,0,0,0.234852043212776,0,0,0,0,0,0,1.5625,0,0.65,0,1.45833333333333,0.611805555555556
"40",40,"apache_incubator-tamaya",7087,115,111,801,26,0,0,4,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564413715253281,0,0,0,0,0,0,0,0,0,14.9812734082397,2.5,12.4843945068664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.5,0,1.25,0.310185185185185
"41",41,"apache_incubator-tamaya-extensions",15375,316,276,1565,55,0,2,2,0,0,0,0,28,10,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2779552715655,1,0.130081300813008,0,0,0,0,0,0,0,1.82113821138211,0,6.38977635782748,1.25,7.02875399361022,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2463768115942,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.45,0,0.625,0.197685185185185
"42",42,"apache_sling-org-apache-sling-junit-teleporter",897,8,9,67,10,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45930880713489,2.5,0,0,0,0,0,0,6.68896321070234,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0,0,0,0,0.15625
"43",43,"apache_sling-org-apache-sling-xss",1299,17,21,106,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769822940723634,1.25,0,0,0,0,0,0,0,0,0,0,0,0,95.2380952380952,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0.208333333333333
"44",44,"apache_sling-org-apache-sling-app-cms",8672,189,183,872,5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.115313653136531,0,0,0,0,0,0,0,0.345940959409594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46448087431694,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",45,"apache_sling-org-apache-sling-jcr-repoinit",1259,17,22,106,12,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9428117553614,3.75,0,0,0,0,90.9090909090909,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0,0.4,0,0,0.222916666666667
"46",46,"apache_sling-org-apache-sling-testing-sling-mock",3470,57,50,437,44,0,2,21,0,0,0,0,10,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5766590389016,2,6.05187319884726,3.75,0,0,0,0,0,0,2.88184438040346,0,13.7299771167048,1.25,11.441647597254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.9375,0,0.65,0,0.625,0.387268518518519
"47",47,"apache_sling-org-apache-sling-junit-core",2366,36,37,241,45,0,0,8,0,0,0,2,23,2,0,1,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3.38123415046492,2.5,0,0,0,0,54.0540540540541,1,9.72104818258664,1.25,8.29875518672199,1.25,4.149377593361,0,0,0,0,0,16.597510373444,3.33333333333333,1.26796280642434,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84530853761623,3,0,0,0,0,0,0,0,0,0.37037037037037,0.9375,0,0.45,0,2.29166666666667,0.674922839506173
"48",48,"apache_sling-org-apache-sling-feature-modelconverter",842,5,3,21,6,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6190476190476,5,0,0,0,0,0,0,666.666666666667,5,3.56294536817102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.333333333333333
"49",49,"apache_sling-org-apache-sling-file-optimization",910,19,20,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",50,"apache_sling-org-apache-sling-fsresource",3299,35,42,354,269,0,0,6,0,4,0,0,256,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8187329493786,1.25,95.2380952380952,1.66666666666667,0,0,0,0,77.5992725068203,3.75,0,0,5.64971751412429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8095238095238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,1.25,0,0.333333333333333,0,0,0.282407407407407
"51",51,"apache_sling-org-apache-sling-auth-form",1068,11,12,82,6,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87265917602996,1.25,0,0,0,0,0,0,3.74531835205992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0.0520833333333333
"52",52,"apache_openmeetings",49554,726,583,5128,112,0,10,45,0,0,0,3,3,7,0,0,0,0,0,2,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.95007800312012,1,0.908100254268071,1.25,0,0,0,0,5.14579759862779,0,0.0605400169512047,0,1.36505460218409,0,0,0,0,0,0,0,0.390015600624025,0,0.827380231666465,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201800056504016,0,0,0,0,0,0,0,0,0,0,0.3125,0,0.2,0,0.833333333333333,0.224305555555556
"53",53,"jspwiki-builder",39027,686,516,3110,241,0,0,6,0,48,0,6,51,48,0,38,0,0,1,3,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,4,0,0,0,0,0.153739718656315,0,93.0232558139535,1.66666666666667,0,0,11.6279069767442,0,1.30678760857868,0,15.4340836012862,2.5,12.2186495176849,1,0,0,1.93798449612403,1.25,0.964630225080386,0,0,0,0,0,0,0,0,0,0,0,48.4496124031008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75193798449612,1.25,0,0,0.179363005099034,1,0,0,7.75193798449612,2,0,0,0,0,0.472222222222222,0,0.4,0.833333333333333,0,1.25,0.492592592592593
"54",54,"apache_sling-org-apache-sling-jobs",1256,27,37,167,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796178343949045,1.25,27.027027027027,0,0,0,27.027027027027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.027027027027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0.2,0,0,0.0854166666666667
"55",55,"apache_sling-org-apache-sling-launchpad-base",4280,29,35,241,17,0,0,4,0,0,0,2,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.934579439252336,1.25,0,0,0,0,57.1428571428571,1,0.700934579439252,0,8.29875518672199,1.25,16.597510373444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1428571428571,5,0,0,0,0,0,0,0.222222222222222,0.3125,0,0.45,1,0.625,0.434953703703704
"56",56,"apache_sling-org-apache-sling-launchpad-integration-tests",15638,166,172,971,302,0,0,126,0,0,0,3,138,0,0,4,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,8.05729632945389,3.75,0,0,0,0,17.4418604651163,0,8.82465788463998,1.25,0,0,4.11946446961895,0,0,0,0,0,4.11946446961895,1.66666666666667,1.34288272157565,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81395348837209,1.25,0,0,0.319733981327535,2,0,0,0,0,0,0,0,0,0.185185185185185,1.25,0,0,0,1.66666666666667,0.516975308641975
"57",57,"apache_sling-org-apache-sling-launchpad-test-services",4343,69,72,243,46,0,0,33,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7.59843426203085,3.75,0,0,0,0,13.8888888888889,0,1.15127791848952,0,0,0,0,0,0,0,0,0,0,0,1.15127791848952,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460511167395809,2,0,0,0,0,0,0,0,0,0,0.9375,0,0,0,1.66666666666667,0.434027777777778
"58",58,"apache_sling-org-apache-sling-tracer",1310,15,23,128,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4782608695652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0,0.75,0.2,0,0,0.227777777777778
"59",59,"apache_sling-maven-launchpad-plugin",2818,27,28,170,5,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.35486160397445,0,0,0,0,0,0,0,0.35486160397445,0,0,0,11.7647058823529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7142857142857,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0.0185185185185185
"60",60,"apache_sling-maven-plugin",2229,32,29,143,7,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69179004037685,0,6.99300699300699,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.625,0.145833333333333
"61",61,"apache_sling-org-apache-sling-models-impl",3913,36,61,320,8,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,1,0,0,0,0,0,0,0,0,1.53335037055967,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.0333333333333333
"62",62,"apache_sling-org-apache-sling-models-integration-tests",804,47,46,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",63,"apache_sling-org-apache-sling-api",4254,121,116,662,65,0,0,0,0,13,0,8,0,33,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,112.068965517241,1.66666666666667,0,0,68.9655172413793,2,0,0,49.8489425981873,5,13.595166163142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62068965517241,1.25,0,0,0,0,0,0,8.62068965517241,2,0,0,0,0,0.333333333333333,0,0.4,1.73333333333333,0,2.5,0.827777777777778
"64",64,"apache_sling-org-apache-sling-auth-core",2747,31,33,210,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.9047619047619,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6060606060606,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5,0.583333333333333
"65",65,"apache_sling-org-apache-sling-bundleresource-impl",1019,10,10,77,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.948051948052,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0555555555555556
"66",66,"apache_sling-org-apache-sling-clam",1196,20,20,95,18,0,0,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.5418060200669,5,0,0,0,0,50,1,0.836120401337793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,1.25,0,0.2,1,0,0.408333333333333
"67",67,"apache_sling-org-apache-sling-committer-cli",1325,46,37,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",68,"apache_sling-org-apache-sling-commons-jcr-file",1459,14,12,188,7,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31914893617021,2,2.74160383824537,2.5,0,0,0,0,83.3333333333333,2,0,0,0,0,5.31914893617021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.625,0,0.8,0,0,0.256018518518519
"69",69,"apache_sling-org-apache-sling-commons-log",3649,41,57,298,7,0,1,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35570469798658,1,0.274047684297068,0,0,0,0,0,52.6315789473684,1,0.274047684297068,0,0,0,3.35570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.0666666666666667
"70",70,"apache_sling-org-apache-sling-commons-metrics",1412,24,33,150,6,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41643059490085,1.25,0,0,0,0,60.6060606060606,1,1.41643059490085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0.2,0,0,0.0854166666666667
"71",71,"JMeter",115963,1138,1326,11101,389,0,22,62,0,0,1,25,46,126,0,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,57,0,0,1.98180344113143,1,0.534653294585342,0,0,0,0.754147812971342,1.25,18.8536953242836,0,0.396678250821383,0,11.3503287992073,1.25,0,0,0,0,4.52488687782806,2.5,2.52229528871273,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26244343891403,1,9.04977375565611,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862344023524745,0,0,0,42.9864253393665,5,0,0,0,0,1.71296296296296,0,1,0.65,0,0.625,0.66466049382716
"72",72,"commons-compress",26082,245,300,2445,92,0,1,0,0,0,2,16,13,34,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.408997955010225,0,0,0,0,0,6.66666666666667,5,53.3333333333333,1,0.498428034659919,0,13.9059304703476,1.25,0,0,3.33333333333333,0,0,0,0,0,0.690131124913734,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3333333333333,4,0,0,0,0,1,0,0.8,0.45,0,1.45833333333333,0.618055555555556
"73",73,"apache-dolphinscheduler",41163,775,537,5091,285,0,25,169,0,4,1,42,30,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,4.91062659595364,2,4.10562884143527,2.5,7.4487895716946,0,1.86219739292365,2.5,78.2122905027933,2,0.728809853509219,0,0,0,0,0,3.7243947858473,0,0,0,0.196425063838146,0,0.0728809853509219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86219739292365,0,0,0,0.170055632485485,1,0,0,0,0,0,0,0,0,0.277777777777778,0.625,0,0.8,0,0,0.283796296296296
"74",74,"apache_sling-org-apache-sling-feature-io",2414,22,21,122,10,0,0,3,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24275062137531,1.25,0,0,0,0,190.47619047619,3,0.414250207125104,0,16.3934426229508,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,1.1,0,1.25,0.44375
"75",75,"apache_sling-org-apache-sling-jcr-webdav",898,15,14,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.857142857143,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",76,"apache_sling-org-apache-sling-jmx-provider",1021,8,8,62,6,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.33333333333333,0,0,125,3,0,0,0,0,48.3870967741935,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1.26666666666667,0,0,0.266666666666667
"77",77,"apache_sling-org-apache-sling-distribution-journal",4531,69,74,458,17,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36681222707424,2,3.31052747737806,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0.4,0,0,0.170833333333333
"78",78,"apache_sling-kickstart-maven-plugin",1315,13,13,96,19,0,0,12,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.1254752851711,3.75,0,0,0,0,153.846153846154,3,2.28136882129278,0,10.4166666666667,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9230769230769,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0,0.85,0,0.625,0.402083333333333
